business_product_instance_id,customer_id,product_id,activation_date,termination_date,Status,distribution_channel
13191,5539,7,2017-06-24,2021-07-05,Inactive,online
13192,5539,4,2021-07-05,,Active,online
13193,5539,10,2021-09-21,,Active,physical_shop
13194,5540,8,2021-07-26,,Active,online
13195,5541,4,2012-04-13,2022-02-28,Inactive,online
13196,5541,8,2022-02-28,,Active,online
13197,5541,7,2022-03-02,,Active,physical_shop
13198,5542,12,2019-01-14,2021-03-16,Inactive,physical_shop
13199,5542,6,2021-03-16,,Active,online
13200,5542,10,2022-02-08,,Active,physical_shop
13201,5543,4,2018-05-23,2020-01-31,Inactive,physical_shop
13202,5543,7,2018-06-06,2020-01-31,Inactive,physical_shop
13203,5543,3,2020-01-31,,Active,online
13204,5544,4,2014-08-27,2021-07-28,Inactive,physical_shop
13205,5544,1,2021-07-28,,Active,online
13206,5544,7,2021-10-27,,Active,physical_shop
13207,5545,13,2020-06-05,,Active,online
13208,5546,4,2019-10-18,2020-10-21,Inactive,online
13209,5546,10,2019-10-30,2020-10-21,Inactive,physical_shop
13210,5546,6,2020-10-21,,Active,online
13211,5547,4,2018-08-26,2020-04-18,Inactive,physical_shop
13212,5547,7,2019-03-01,2020-04-18,Inactive,physical_shop
13213,5547,1,2020-04-18,,Active,online
13214,5548,3,2020-10-20,,Active,online
13215,5548,7,2021-08-17,,Active,online
13216,5549,12,2015-05-20,2021-08-26,Inactive,physical_shop
13217,5549,8,2021-08-26,,Active,online
13218,5549,9,2021-08-27,,Active,physical_shop
13219,5550,5,2011-03-19,2020-11-08,Inactive,online
13220,5550,4,2020-11-08,,Active,online
13221,5550,10,2021-04-21,,Active,physical_shop
13222,5551,4,2018-04-28,,Active,physical_shop
13223,5551,7,2019-03-22,,Active,physical_shop
13224,5552,3,2020-03-14,,Active,online
13225,5552,9,2020-05-14,,Active,physical_shop
13226,5553,4,2019-03-22,2022-01-22,Inactive,physical_shop
13227,5553,10,2019-10-29,2022-01-22,Inactive,online
13228,5553,5,2022-01-22,,Active,physical_shop
13229,5554,5,2012-08-09,2020-09-26,Inactive,online
13230,5554,12,2020-09-26,,Active,physical_shop
13231,5554,7,2021-03-23,,Active,online
13232,5555,5,2013-02-26,2021-05-29,Inactive,online
13233,5555,7,2016-10-11,2021-05-29,Inactive,physical_shop
13234,5555,6,2021-05-29,,Active,online
13235,5556,5,2018-06-17,2020-12-05,Inactive,physical_shop
13236,5556,6,2020-12-05,,Active,online
13237,5557,12,2012-02-12,,Active,physical_shop
13238,5557,7,2016-05-08,,Active,physical_shop
13239,5558,12,2015-01-24,2021-06-24,Inactive,online
13240,5558,7,2015-11-10,2021-06-24,Inactive,physical_shop
13241,5558,8,2021-06-24,,Active,online
13242,5558,7,2022-02-20,,Active,online
13243,5559,4,2013-08-13,,Active,online
13244,5560,5,2019-02-09,2021-07-18,Inactive,physical_shop
13245,5560,10,2019-06-16,2021-07-18,Inactive,physical_shop
13246,5560,3,2021-07-18,,Active,online
13247,5561,5,2010-03-17,2020-11-11,Inactive,physical_shop
13248,5561,12,2020-11-11,,Active,other
13249,5561,10,2021-10-20,,Active,other
13250,5562,4,2011-07-05,,Active,online
13251,5563,12,2011-04-17,2021-02-14,Inactive,physical_shop
13252,5563,10,2014-07-02,2021-02-14,Inactive,physical_shop
13253,5563,8,2021-02-14,,Active,online
13254,5564,5,2016-12-03,2020-05-31,Inactive,physical_shop
13255,5564,6,2020-05-31,,Active,online
13256,5565,5,2011-08-21,2021-06-13,Inactive,physical_shop
13257,5565,10,2018-06-21,2021-06-13,Inactive,physical_shop
13258,5565,6,2021-06-13,,Active,online
13259,5566,5,2018-06-15,2021-08-11,Inactive,physical_shop
13260,5566,10,2019-09-08,2021-08-11,Inactive,online
13261,5566,6,2021-08-11,,Active,online
13262,5566,10,2022-01-10,,Active,physical_shop
13263,5567,5,2017-05-13,,Active,online
13264,5567,7,2017-05-31,,Active,physical_shop
13265,5568,5,2019-08-06,2020-10-10,Inactive,physical_shop
13266,5568,10,2019-12-21,2020-10-10,Inactive,physical_shop
13267,5568,8,2020-10-10,,Active,physical_shop
13268,5568,10,2021-11-14,,Active,physical_shop
13269,5569,5,2017-11-10,,Active,physical_shop
13270,5570,12,2017-06-08,2020-07-30,Inactive,physical_shop
13271,5570,7,2019-12-19,2020-07-30,Inactive,physical_shop
13272,5570,4,2020-07-30,,Active,online
13273,5570,7,2021-04-25,,Active,online
13274,5571,3,2020-01-02,,Active,online
13275,5571,7,2021-09-27,,Active,physical_shop
13276,5572,5,2014-07-24,,Active,physical_shop
13277,5572,7,2015-02-08,,Active,physical_shop
13278,5573,8,2020-01-20,,Active,online
13279,5574,12,2011-12-31,2021-02-07,Inactive,physical_shop
13280,5574,7,2014-03-06,2021-02-07,Inactive,physical_shop
13281,5574,8,2021-02-07,,Active,online
13282,5574,9,2021-12-04,,Active,physical_shop
13283,5575,5,2020-10-02,,Active,online
13284,5575,7,2020-10-03,,Active,physical_shop
13285,5576,5,2010-12-31,2020-08-05,Inactive,other
13286,5576,8,2020-08-05,,Active,online
13287,5576,10,2020-10-16,,Active,physical_shop
13288,5577,12,2010-02-03,2020-04-07,Inactive,physical_shop
13289,5577,7,2013-09-30,2020-04-07,Inactive,physical_shop
13290,5577,8,2020-04-07,,Active,online
13291,5577,10,2021-09-14,,Active,physical_shop
13292,5578,12,2016-02-20,,Active,physical_shop
13293,5579,8,2021-09-04,,Active,online
13294,5580,4,2016-10-25,2021-04-25,Inactive,online
13295,5580,6,2021-04-25,,Active,online
13296,5581,4,2015-01-19,,Active,physical_shop
13297,5582,4,2018-06-22,2021-07-05,Inactive,physical_shop
13298,5582,8,2021-07-05,,Active,online
13299,5582,9,2021-10-22,,Active,physical_shop
13300,5583,12,2016-01-16,2020-03-30,Inactive,physical_shop
13301,5583,10,2016-07-29,2020-03-30,Inactive,physical_shop
13302,5583,1,2020-03-30,,Active,online
13303,5583,7,2020-07-03,,Active,physical_shop
13304,5584,12,2013-05-19,2020-03-29,Inactive,physical_shop
13305,5584,7,2014-06-02,2020-03-29,Inactive,physical_shop
13306,5584,5,2020-03-29,,Active,physical_shop
13307,5585,5,2012-11-14,2020-10-07,Inactive,other
13308,5585,10,2016-06-06,2020-10-07,Inactive,physical_shop
13309,5585,6,2020-10-07,,Active,physical_shop
13310,5586,5,2021-06-09,,Active,physical_shop
13311,5586,10,2021-12-03,,Active,physical_shop
13312,5587,5,2022-01-06,,Active,online
13313,5588,4,2017-10-08,2020-05-01,Inactive,online
13314,5588,8,2020-05-01,,Active,online
13315,5588,9,2021-08-28,,Active,physical_shop
13316,5589,12,2011-01-08,2021-08-22,Inactive,physical_shop
13317,5589,4,2021-08-22,,Active,online
13318,5590,4,2016-10-19,2021-04-24,Inactive,physical_shop
13319,5590,3,2021-04-24,,Active,online
13320,5591,5,2015-10-28,,Active,physical_shop
13321,5592,4,2019-06-12,,Active,physical_shop
13322,5592,10,2019-09-10,,Active,physical_shop
13323,5593,1,2021-07-10,,Active,online
13324,5593,7,2021-11-25,,Active,online
13325,5594,4,2014-07-23,2021-08-10,Inactive,other
13326,5594,8,2021-08-10,,Active,online
13327,5594,10,2021-08-19,,Active,physical_shop
13328,5595,4,2018-08-21,2021-04-18,Inactive,physical_shop
13329,5595,7,2019-11-18,2021-04-18,Inactive,online
13330,5595,1,2021-04-18,,Active,online
13331,5595,2,2021-11-14,,Active,physical_shop
13332,5596,5,2016-03-01,2020-07-11,Inactive,physical_shop
13333,5596,8,2020-07-11,,Active,online
13334,5597,5,2019-05-14,2020-02-04,Inactive,physical_shop
13335,5597,7,2019-05-14,2020-02-04,Inactive,online
13336,5597,4,2020-02-04,,Active,online
13337,5598,5,2010-03-11,2020-06-05,Inactive,online
13338,5598,12,2020-06-05,,Active,online
13339,5598,10,2021-09-24,,Active,physical_shop
13340,5599,12,2015-07-29,2021-08-18,Inactive,online
13341,5599,8,2021-08-18,,Active,physical_shop
13342,5599,7,2021-12-05,,Active,physical_shop
13343,5600,5,2017-08-03,2020-07-27,Inactive,physical_shop
13344,5600,10,2018-05-18,2020-07-27,Inactive,physical_shop
13345,5600,8,2020-07-27,,Active,online
13346,5600,7,2021-08-28,,Active,physical_shop
13347,5601,4,2012-10-29,2020-11-08,Inactive,physical_shop
13348,5601,7,2013-07-16,2020-11-08,Inactive,physical_shop
13349,5601,5,2020-11-08,,Active,online
13350,5602,5,2010-02-16,2020-05-21,Inactive,physical_shop
13351,5602,6,2020-05-21,,Active,online
13352,5602,9,2020-07-31,,Active,physical_shop
13353,5603,4,2010-11-14,2020-02-23,Inactive,physical_shop
13354,5603,7,2012-11-05,2020-02-23,Inactive,physical_shop
13355,5603,5,2020-02-23,,Active,online
13356,5603,10,2020-12-12,,Active,online
13357,5604,4,2021-09-06,,Active,online
13358,5605,4,2017-02-18,2021-08-05,Inactive,online
13359,5605,8,2021-08-05,,Active,online
13360,5606,8,2021-07-26,,Active,online
13361,5607,3,2021-08-17,,Active,online
13362,5607,9,2022-01-08,,Active,physical_shop
13363,5608,12,2015-08-22,2021-07-29,Inactive,physical_shop
13364,5608,7,2015-12-12,2021-07-29,Inactive,online
13365,5608,8,2021-07-29,,Active,online
13366,5608,7,2022-01-02,,Active,physical_shop
13367,5609,5,2020-04-05,,Active,online
13368,5610,8,2021-12-11,,Active,other
13369,5610,9,2022-02-15,,Active,physical_shop
13370,5611,13,2021-10-25,,Active,online
13371,5612,4,2010-02-16,2020-05-26,Inactive,physical_shop
13372,5612,8,2020-05-26,,Active,online
13373,5612,10,2020-07-17,,Active,online
13374,5613,4,2018-03-09,,Active,physical_shop
13375,5614,5,2011-03-22,2021-10-22,Inactive,online
13376,5614,10,2011-09-02,2021-10-22,Inactive,physical_shop
13377,5614,4,2021-10-22,,Active,online
13378,5615,4,2012-03-22,2020-11-24,Inactive,physical_shop
13379,5615,10,2017-12-17,2020-11-24,Inactive,physical_shop
13380,5615,6,2020-11-24,,Active,online
13381,5615,9,2021-03-07,,Active,physical_shop
13382,5616,4,2010-08-18,2020-05-26,Inactive,physical_shop
13383,5616,10,2017-12-01,2020-05-26,Inactive,physical_shop
13384,5616,3,2020-05-26,,Active,online
13385,5616,9,2020-11-13,,Active,physical_shop
13386,5617,12,2011-11-23,,Active,online
13387,5617,7,2012-12-04,,Active,physical_shop
13388,5618,5,2011-02-21,2020-05-01,Inactive,physical_shop
13389,5618,3,2020-05-01,,Active,online
13390,5618,2,2021-04-26,,Active,physical_shop
13391,5619,5,2014-08-19,2021-05-25,Inactive,physical_shop
13392,5619,12,2021-05-25,,Active,other
13393,5619,10,2021-11-17,,Active,physical_shop
13394,5620,8,2020-01-22,,Active,physical_shop
13395,5621,12,2012-10-11,,Active,physical_shop
13396,5621,7,2018-05-25,,Active,physical_shop
13397,5622,12,2018-11-14,2020-07-29,Inactive,online
13398,5622,8,2020-07-29,,Active,online
13399,5623,12,2013-02-27,2022-02-06,Inactive,physical_shop
13400,5623,10,2015-03-24,2022-02-06,Inactive,physical_shop
13401,5623,13,2022-02-06,,Active,online
13402,5623,10,2022-02-15,,Active,physical_shop
13403,5624,5,2013-01-14,,Active,physical_shop
13404,5624,10,2019-11-10,,Active,physical_shop
13405,5625,5,2021-06-29,,Active,online
13406,5625,7,2021-11-26,,Active,online
13407,5626,3,2020-12-19,,Active,online
13408,5626,9,2020-12-21,,Active,physical_shop
13409,5627,12,2012-01-25,2021-09-30,Inactive,physical_shop
13410,5627,1,2021-09-30,,Active,online
13411,5628,5,2015-08-18,2021-07-10,Inactive,physical_shop
13412,5628,8,2021-07-10,,Active,online
13413,5628,9,2021-09-19,,Active,online
13414,5629,12,2015-10-29,2021-03-20,Inactive,physical_shop
13415,5629,7,2016-11-06,2021-03-20,Inactive,online
13416,5629,1,2021-03-20,,Active,online
13417,5630,5,2021-06-26,,Active,online
13418,5631,12,2013-11-30,2020-01-24,Inactive,physical_shop
13419,5631,7,2019-02-17,2020-01-24,Inactive,physical_shop
13420,5631,1,2020-01-24,,Active,online
13421,5632,8,2021-06-12,,Active,online
13422,5633,13,2021-07-20,,Active,online
13423,5633,10,2021-09-07,,Active,physical_shop
13424,5634,5,2010-04-27,2021-02-15,Inactive,physical_shop
13425,5634,7,2016-04-10,2021-02-15,Inactive,physical_shop
13426,5634,8,2021-02-15,,Active,online
13427,5635,5,2010-12-08,2021-03-31,Inactive,physical_shop
13428,5635,10,2011-01-25,2021-03-31,Inactive,physical_shop
13429,5635,6,2021-03-31,,Active,online
13430,5636,3,2020-01-14,,Active,physical_shop
13431,5636,7,2020-07-26,,Active,online
13432,5637,4,2014-10-28,2022-01-31,Inactive,physical_shop
13433,5637,1,2022-01-31,,Active,online
13434,5637,2,2022-02-25,,Active,other
13435,5638,5,2013-09-05,,Active,physical_shop
13436,5638,10,2017-04-15,,Active,physical_shop
13437,5639,12,2014-06-11,2020-11-13,Inactive,physical_shop
13438,5639,5,2020-11-13,,Active,online
13439,5639,7,2021-09-16,,Active,physical_shop
13440,5640,12,2016-08-11,2022-02-14,Inactive,physical_shop
13441,5640,6,2022-02-14,,Active,online
13442,5641,5,2010-05-01,2021-02-24,Inactive,physical_shop
13443,5641,7,2019-12-08,2021-02-24,Inactive,physical_shop
13444,5641,3,2021-02-24,,Active,online
13445,5641,9,2021-08-25,,Active,online
13446,5642,4,2013-01-29,2020-02-18,Inactive,physical_shop
13447,5642,6,2020-02-18,,Active,online
13448,5643,4,2012-11-26,2021-02-25,Inactive,physical_shop
13449,5643,7,2014-10-09,2021-02-25,Inactive,physical_shop
13450,5643,5,2021-02-25,,Active,physical_shop
13451,5643,10,2022-02-26,,Active,physical_shop
13452,5644,12,2017-09-27,,Active,physical_shop
13453,5645,4,2021-06-20,,Active,other
13454,5645,10,2021-07-21,,Active,physical_shop
13455,5646,4,2014-12-11,2020-03-02,Inactive,online
13456,5646,7,2016-01-12,2020-03-02,Inactive,physical_shop
13457,5646,5,2020-03-02,,Active,physical_shop
13458,5647,5,2017-07-03,2020-08-28,Inactive,physical_shop
13459,5647,10,2017-12-16,2020-08-28,Inactive,physical_shop
13460,5647,1,2020-08-28,,Active,physical_shop
13461,5648,6,2021-04-26,,Active,online
13462,5648,10,2021-12-03,,Active,physical_shop
13463,5649,5,2015-09-27,2021-05-08,Inactive,physical_shop
13464,5649,7,2016-06-30,2021-05-08,Inactive,online
13465,5649,12,2021-05-08,,Active,other
13466,5649,7,2021-10-11,,Active,physical_shop
13467,5650,8,2020-07-12,,Active,physical_shop
13468,5651,4,2021-11-16,,Active,online
13469,5651,7,2022-01-31,,Active,physical_shop
13470,5652,12,2011-06-13,2021-09-15,Inactive,physical_shop
13471,5652,5,2021-09-15,,Active,physical_shop
13472,5653,12,2013-06-28,2022-01-17,Inactive,physical_shop
13473,5653,8,2022-01-17,,Active,online
13474,5653,7,2022-02-17,,Active,physical_shop
13475,5654,5,2015-03-16,2021-03-16,Inactive,online
13476,5654,7,2017-07-18,2021-03-16,Inactive,physical_shop
13477,5654,8,2021-03-16,,Active,online
13478,5654,7,2021-12-07,,Active,physical_shop
13479,5655,8,2020-12-25,,Active,online
13480,5656,5,2010-11-28,2021-04-01,Inactive,physical_shop
13481,5656,10,2014-09-24,2021-04-01,Inactive,physical_shop
13482,5656,3,2021-04-01,,Active,online
13483,5657,5,2017-06-05,2021-06-03,Inactive,physical_shop
13484,5657,7,2017-08-01,2021-06-03,Inactive,physical_shop
13485,5657,1,2021-06-03,,Active,online
13486,5657,2,2021-09-21,,Active,physical_shop
13487,5658,5,2011-11-27,,Active,physical_shop
13488,5659,5,2019-08-30,2021-07-02,Inactive,physical_shop
13489,5659,8,2021-07-02,,Active,online
13490,5659,10,2021-08-02,,Active,physical_shop
13491,5660,5,2017-09-14,2021-03-29,Inactive,physical_shop
13492,5660,12,2021-03-29,,Active,physical_shop
13493,5661,8,2021-12-12,,Active,online
13494,5661,9,2022-01-01,,Active,physical_shop
13495,5662,5,2019-02-06,2021-10-07,Inactive,physical_shop
13496,5662,12,2021-10-07,,Active,online
13497,5662,7,2022-02-14,,Active,physical_shop
13498,5663,12,2018-09-01,2021-12-14,Inactive,physical_shop
13499,5663,8,2021-12-14,,Active,online
13500,5663,7,2021-12-16,,Active,physical_shop
13501,5664,6,2020-11-30,,Active,online
13502,5664,9,2021-11-23,,Active,physical_shop
13503,5665,4,2014-03-09,2020-07-04,Inactive,other
13504,5665,1,2020-07-04,,Active,online
13505,5665,7,2021-07-26,,Active,physical_shop
13506,5666,4,2017-08-26,,Active,physical_shop
13507,5666,7,2019-04-03,,Active,physical_shop
13508,5667,5,2016-04-20,2021-02-09,Inactive,physical_shop
13509,5667,6,2021-02-09,,Active,online
13510,5667,10,2021-08-22,,Active,physical_shop
13511,5668,5,2011-07-30,2020-12-19,Inactive,physical_shop
13512,5668,7,2013-11-15,2020-12-19,Inactive,other
13513,5668,6,2020-12-19,,Active,online
13514,5668,9,2021-02-27,,Active,physical_shop
13515,5669,12,2013-11-17,2022-02-07,Inactive,physical_shop
13516,5669,10,2019-09-06,2022-02-07,Inactive,online
13517,5669,5,2022-02-07,,Active,online
13518,5670,5,2019-07-31,2020-02-25,Inactive,online
13519,5670,10,2019-10-01,2020-02-25,Inactive,physical_shop
13520,5670,13,2020-02-25,,Active,online
13521,5670,10,2020-12-23,,Active,other
13522,5671,12,2012-04-14,2021-07-05,Inactive,physical_shop
13523,5671,4,2021-07-05,,Active,physical_shop
13524,5672,12,2020-05-27,,Active,other
13525,5673,5,2011-03-13,2021-12-16,Inactive,online
13526,5673,10,2016-02-16,2021-12-16,Inactive,physical_shop
13527,5673,8,2021-12-16,,Active,online
13528,5674,6,2020-02-03,,Active,other
13529,5674,10,2020-05-09,,Active,online
13530,5675,12,2021-09-09,,Active,physical_shop
13531,5675,7,2022-01-02,,Active,physical_shop
13532,5676,3,2021-10-06,,Active,other
13533,5676,9,2021-12-30,,Active,physical_shop
13534,5677,12,2015-09-28,2020-08-23,Inactive,online
13535,5677,8,2020-08-23,,Active,online
13536,5677,7,2021-08-12,,Active,online
13537,5678,5,2018-12-12,2022-02-08,Inactive,other
13538,5678,10,2019-11-26,2022-02-08,Inactive,physical_shop
13539,5678,12,2022-02-08,,Active,online
13540,5679,8,2020-06-30,,Active,online
13541,5680,5,2019-01-12,2020-12-11,Inactive,physical_shop
13542,5680,1,2020-12-11,,Active,online
13543,5680,2,2021-12-11,,Active,physical_shop
13544,5681,12,2012-05-10,,Active,online
13545,5681,10,2013-02-08,,Active,physical_shop
13546,5682,4,2019-02-15,,Active,physical_shop
13547,5683,12,2018-05-19,2021-11-28,Inactive,physical_shop
13548,5683,7,2019-07-04,2021-11-28,Inactive,physical_shop
13549,5683,5,2021-11-28,,Active,physical_shop
13550,5683,7,2022-01-17,,Active,physical_shop
13551,5684,12,2010-11-21,2020-08-22,Inactive,physical_shop
13552,5684,5,2020-08-22,,Active,physical_shop
13553,5684,7,2021-01-08,,Active,other
13554,5685,5,2016-03-05,,Active,physical_shop
13555,5686,12,2013-04-19,2021-11-19,Inactive,physical_shop
13556,5686,8,2021-11-19,,Active,online
13557,5687,12,2015-12-09,2021-06-03,Inactive,physical_shop
13558,5687,5,2021-06-03,,Active,online
13559,5687,7,2021-06-18,,Active,physical_shop
13560,5688,12,2017-06-27,2021-06-18,Inactive,online
13561,5688,7,2019-04-29,2021-06-18,Inactive,physical_shop
13562,5688,4,2021-06-18,,Active,online
13563,5688,10,2021-11-01,,Active,physical_shop
13564,5689,12,2011-11-06,2020-10-05,Inactive,physical_shop
13565,5689,6,2020-10-05,,Active,online
13566,5690,5,2014-08-15,2021-08-10,Inactive,physical_shop
13567,5690,1,2021-08-10,,Active,physical_shop
13568,5691,12,2021-10-03,,Active,online
13569,5691,7,2021-12-06,,Active,online
13570,5692,4,2019-11-12,2021-05-12,Inactive,physical_shop
13571,5692,10,2019-12-18,2021-05-12,Inactive,physical_shop
13572,5692,8,2021-05-12,,Active,online
13573,5693,4,2018-12-14,2021-05-10,Inactive,physical_shop
13574,5693,3,2021-05-10,,Active,physical_shop
13575,5693,9,2021-05-21,,Active,physical_shop
13576,5694,4,2018-11-21,,Active,physical_shop
13577,5694,7,2018-12-06,,Active,physical_shop
13578,5695,12,2011-09-12,2020-11-01,Inactive,physical_shop
13579,5695,10,2014-07-14,2020-11-01,Inactive,physical_shop
13580,5695,8,2020-11-01,,Active,online
13581,5695,10,2021-02-08,,Active,online
13582,5696,12,2018-09-07,,Active,physical_shop
13583,5696,10,2018-09-19,,Active,online
13584,5697,5,2017-06-06,2021-05-03,Inactive,physical_shop
13585,5697,8,2021-05-03,,Active,online
13586,5697,9,2021-05-14,,Active,physical_shop
13587,5698,3,2021-06-30,,Active,physical_shop
13588,5699,12,2010-10-25,2021-11-25,Inactive,physical_shop
13589,5699,7,2014-06-29,2021-11-25,Inactive,physical_shop
13590,5699,6,2021-11-25,,Active,online
13591,5699,10,2022-02-08,,Active,physical_shop
13592,5700,12,2021-08-07,,Active,online
13593,5701,5,2011-11-14,,Active,physical_shop
13594,5702,5,2018-11-07,2021-08-20,Inactive,physical_shop
13595,5702,3,2021-08-20,,Active,physical_shop
13596,5703,4,2010-07-13,2021-09-03,Inactive,physical_shop
13597,5703,12,2021-09-03,,Active,online
13598,5703,10,2022-01-23,,Active,online
13599,5704,4,2021-08-11,,Active,physical_shop
13600,5704,7,2021-11-13,,Active,online
13601,5705,5,2017-05-19,2021-10-03,Inactive,physical_shop
13602,5705,6,2021-10-03,,Active,online
13603,5705,10,2021-12-01,,Active,physical_shop
13604,5706,8,2020-12-13,,Active,online
13605,5706,9,2022-02-09,,Active,physical_shop
13606,5707,5,2013-05-18,2020-06-14,Inactive,physical_shop
13607,5707,3,2020-06-14,,Active,online
13608,5708,12,2022-01-02,,Active,online
13609,5709,6,2021-11-14,,Active,online
13610,5709,9,2021-11-16,,Active,physical_shop
13611,5710,5,2014-09-16,2021-10-01,Inactive,online
13612,5710,6,2021-10-01,,Active,online
13613,5711,5,2015-08-24,2020-11-02,Inactive,physical_shop
13614,5711,7,2019-09-06,2020-11-02,Inactive,online
13615,5711,3,2020-11-02,,Active,online
13616,5712,5,2013-07-25,,Active,other
13617,5713,4,2015-06-12,2020-06-26,Inactive,physical_shop
13618,5713,7,2017-11-06,2020-06-26,Inactive,physical_shop
13619,5713,3,2020-06-26,,Active,physical_shop
13620,5713,7,2021-09-24,,Active,physical_shop
13621,5714,12,2010-12-12,2021-03-29,Inactive,physical_shop
13622,5714,5,2021-03-29,,Active,online
13623,5714,7,2021-09-28,,Active,physical_shop
13624,5715,5,2010-01-02,,Active,physical_shop
13625,5716,5,2015-05-15,2021-06-05,Inactive,physical_shop
13626,5716,10,2016-08-01,2021-06-05,Inactive,physical_shop
13627,5716,6,2021-06-05,,Active,online
13628,5717,1,2021-12-15,,Active,physical_shop
13629,5718,12,2010-02-08,2020-04-07,Inactive,physical_shop
13630,5718,4,2020-04-07,,Active,online
13631,5719,12,2013-07-20,2020-05-04,Inactive,physical_shop
13632,5719,7,2016-09-21,2020-05-04,Inactive,online
13633,5719,6,2020-05-04,,Active,other
13634,5720,12,2016-07-07,2021-10-30,Inactive,physical_shop
13635,5720,7,2018-01-11,2021-10-30,Inactive,online
13636,5720,5,2021-10-30,,Active,online
13637,5720,7,2021-12-20,,Active,physical_shop
13638,5721,5,2015-02-25,2020-06-21,Inactive,online
13639,5721,1,2020-06-21,,Active,online
13640,5722,5,2018-09-15,2021-02-07,Inactive,physical_shop
13641,5722,7,2019-11-18,2021-02-07,Inactive,physical_shop
13642,5722,3,2021-02-07,,Active,other
13643,5723,5,2015-08-24,2020-03-09,Inactive,physical_shop
13644,5723,8,2020-03-09,,Active,online
13645,5724,5,2019-07-18,,Active,online
13646,5725,4,2010-09-13,2021-12-14,Inactive,physical_shop
13647,5725,7,2016-09-20,2021-12-14,Inactive,physical_shop
13648,5725,1,2021-12-14,,Active,online
13649,5726,5,2019-07-13,2020-07-28,Inactive,physical_shop
13650,5726,6,2020-07-28,,Active,online
13651,5727,12,2020-09-18,,Active,physical_shop
13652,5727,7,2020-12-07,,Active,physical_shop
13653,5728,8,2021-01-05,,Active,other
13654,5728,9,2022-01-10,,Active,physical_shop
13655,5729,12,2011-03-29,2021-07-31,Inactive,online
13656,5729,1,2021-07-31,,Active,online
13657,5730,4,2010-11-15,2020-12-01,Inactive,online
13658,5730,1,2020-12-01,,Active,physical_shop
13659,5730,7,2021-02-02,,Active,physical_shop
13660,5731,5,2020-08-18,,Active,online
13661,5732,5,2021-03-08,,Active,online
13662,5733,5,2013-09-29,2021-01-29,Inactive,physical_shop
13663,5733,7,2018-11-15,2021-01-29,Inactive,physical_shop
13664,5733,8,2021-01-29,,Active,physical_shop
13665,5734,12,2017-10-10,2020-08-12,Inactive,physical_shop
13666,5734,7,2019-02-08,2020-08-12,Inactive,physical_shop
13667,5734,6,2020-08-12,,Active,online
13668,5735,12,2013-10-19,2021-06-21,Inactive,online
13669,5735,7,2016-01-14,2021-06-21,Inactive,physical_shop
13670,5735,4,2021-06-21,,Active,online
13671,5736,4,2021-10-31,,Active,online
13672,5737,5,2012-02-26,,Active,online
13673,5737,10,2019-09-24,,Active,physical_shop
13674,5738,13,2010-08-07,2020-07-12,Inactive,physical_shop
13675,5738,10,2013-11-14,2020-07-12,Inactive,online
13676,5738,1,2020-07-12,,Active,physical_shop
13677,5738,2,2022-02-04,,Active,physical_shop
13678,5739,4,2018-07-09,2021-01-13,Inactive,online
13679,5739,1,2021-01-13,,Active,online
13680,5740,4,2014-06-05,2022-02-15,Inactive,online
13681,5740,7,2019-11-17,2022-02-15,Inactive,physical_shop
13682,5740,3,2022-02-15,,Active,online
13683,5740,7,2022-02-22,,Active,physical_shop
13684,5741,12,2018-08-15,2020-12-22,Inactive,physical_shop
13685,5741,3,2020-12-22,,Active,physical_shop
13686,5741,9,2021-12-01,,Active,physical_shop
13687,5742,4,2014-02-28,2020-02-19,Inactive,physical_shop
13688,5742,5,2020-02-19,,Active,physical_shop
13689,5743,5,2020-04-02,,Active,online
13690,5743,10,2021-04-29,,Active,physical_shop
13691,5744,3,2020-04-18,,Active,online
13692,5744,9,2022-03-01,,Active,physical_shop
13693,5745,5,2011-05-01,,Active,physical_shop
13694,5746,5,2010-12-16,,Active,physical_shop
13695,5746,7,2012-06-02,,Active,online
13696,5747,12,2017-11-09,2021-06-23,Inactive,physical_shop
13697,5747,7,2019-10-30,2021-06-23,Inactive,physical_shop
13698,5747,4,2021-06-23,,Active,online
13699,5748,12,2013-04-27,,Active,physical_shop
13700,5748,10,2015-08-11,,Active,physical_shop
13701,5749,1,2021-06-27,,Active,other
13702,5749,7,2021-08-20,,Active,physical_shop
13703,5750,5,2012-06-17,2021-10-13,Inactive,other
13704,5750,12,2021-10-13,,Active,other
13705,5751,5,2018-10-05,2021-08-24,Inactive,physical_shop
13706,5751,10,2019-04-26,2021-08-24,Inactive,physical_shop
13707,5751,6,2021-08-24,,Active,online
13708,5751,9,2022-02-20,,Active,physical_shop
13709,5752,5,2017-02-13,2020-05-11,Inactive,physical_shop
13710,5752,4,2020-05-11,,Active,physical_shop
13711,5752,10,2021-01-03,,Active,physical_shop
13712,5753,5,2010-08-17,2021-12-07,Inactive,physical_shop
13713,5753,6,2021-12-07,,Active,online
13714,5754,5,2013-07-22,2021-01-28,Inactive,online
13715,5754,8,2021-01-28,,Active,physical_shop
13716,5754,7,2022-02-01,,Active,online
13717,5755,5,2018-10-01,2021-04-26,Inactive,physical_shop
13718,5755,10,2019-07-14,2021-04-26,Inactive,physical_shop
13719,5755,1,2021-04-26,,Active,physical_shop
13720,5755,7,2022-02-16,,Active,physical_shop
13721,5756,5,2020-01-07,,Active,online
